node.label,clade,node.type,orig.node.label,num.genes.full,num.genes.partial,num.genes.descendant.counted,num.genes.discordant,num.genes.missing,cS,cN,cA,mS,mN,mA
<57>,Echiothrix_centrosa_Z27993;Gracilimus_radix_Z08508;Hyorhinomys_stuempkei_JAE4661;Melasmothrix_naso_Z21808;Paucidentomys_vermidax_Z21914;Sommeromys_macrorhinos_Z21740;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/55.2/60.5,1793.0,2364.0,2383.0,1695.0,98.0,11957.0,10086.0,1871.0,0.0,86.0,0.0
<58>,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/71/64.6,157.0,5514.0,794.0,1857.0,11.0,36966.0,30895.0,6071.0,0.0,286.0,2.0
<59>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558,internal,100/88.1/86.4,5626.0,0.0,2378.0,0.0,329.0,45470.0,38538.0,6932.0,0.0,486.0,10.0
<60>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1,internal,100/65.2/56.7,2124.0,347.0,5542.0,65.0,255.0,9691.0,8001.0,1690.0,0.0,97.0,1.0
<61>,Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632,internal,100/79.2/66.8,2163.0,2833.0,2854.0,330.0,153.0,30048.0,24584.0,5464.0,0.0,284.0,3.0
<62>,Anonymomys_mindorensis_FMNH2222010;Bandicota_indica_ABTC119185;Berylmys_bowersi_ABTC116431;Berylmys_mackenziei_ABTC116402;Bullimus_bagobus_JAE1712;Bunomys_andrewsi_sample1;Bunomys_chrysocomus_JAE4867;Bunomys_torajae_NMVZ21736;Crunomys_celebensis_Z21894;Crunomys_melanius_KU168558;Echiothrix_centrosa_Z27993;Eropeplus_canus_NMVZ21733;Genus_sp-nov_NMVZ21816;Gracilimus_radix_Z08508;Halmaheramys_bokimekot_33262-WD225;Hyorhinomys_stuempkei_JAE4661;Kadarsanomys_sodyi_MZB-Sample;Lenomys_meyeri_LSUMZ39079;Leopoldomys_sabanus_Z25191;Limnomys_sibuanus_FMNH147948;Margaretamys_christinae_TMar1;Margaretamys_parvus_NMVZ21833;Maxomys_musschenbroekii_sample1;Maxomys_surifer_JAE3632;Melasmothrix_naso_Z21808;Nesokia_indica_ABTC117074;Niviventer_bukit_LSUMZ38136;Niviventer_lepturus_JAE4746;Niviventer_rapit_LSUMZ38196;Papagomys_armandvillei_WAMM32592;Paruromys_dominator_JAE4870;Paucidentomys_vermidax_Z21914;Rattus_argentiventer_LSUMZ38199;Rattus_colletti_RAT25;Rattus_exulans_sample1;Rattus_hoffmanni_LSUMZ39187;Rattus_leucopus_sample1;Rattus_lutreolus_sample2;Rattus_morotaiensis_ASAM29;Rattus_praetor_sample1;Rattus_tunneyi_RAT130;Rattus_villosissimus_sample1;Rattus_xanthurus_LSUMZ39196;rnor6;Saxatilomys_paulinae_ABTC116266;Sommeromys_macrorhinos_Z21740;Sundamys_annandalei_YS118;Sundamys_muelleri_JAE1283;Taeromys_callitrichus_LSUMZ37153;Taeromys_celebensis_NMVZ20637;Taeromys_hamatus_NMVZ63317;Taeromys_punicans_MVZ225815;Taeromys_taerae_LSUMZ39224;Tarsomys_apoensis_KU167148;Tateomys_macrocercus_Z21834;Tateomys_rhinogradoides_Z21785;Waiomys_mamasae_Z20624,internal,100/78.5/66.9,159.0,6092.0,686.0,1388.0,8.0,60387.0,50501.0,9886.0,0.0,719.0,13.0
<63>,Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/36.5/44.4,1695.0,0.0,5956.0,0.0,682.0,2956.0,2448.0,508.0,0.0,12.0,0.0
<64>,Zyzomys_argurus_ABTC61630;Zyzomys_palatalis_ABTC30744,internal,100/51.3/58,2555.0,0.0,5163.0,0.0,615.0,5768.0,4722.0,1046.0,0.0,44.0,0.0
<65>,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744,internal,100/47.1/55.3,2353.0,467.0,4792.0,326.0,395.0,6220.0,5130.0,1090.0,0.0,43.0,0.0
<66>,Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/64.6/72.7,2969.0,1649.0,2461.0,981.0,273.0,18483.0,14607.0,3876.0,0.0,130.0,5.0
<67>,Pseudomys_desertor_ABTC41464;Pseudomys_shortridgei_Z25113,internal,100/72.7/80.8,4065.0,0.0,3787.0,0.0,481.0,15270.0,12739.0,2531.0,0.0,117.0,1.0
<68>,Pseudomys_desertor_ABTC41464;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/26.5/49.9,1314.0,296.0,6342.0,136.0,245.0,2732.0,2241.0,491.0,0.0,10.0,0.0
<69>,Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448,internal,100/75.6/82.7,4510.0,0.0,3148.0,0.0,675.0,20057.0,16195.0,3862.0,0.0,162.0,3.0
<70>,Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_nanus_U1448;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,74/8.94/32.1,368.0,163.0,7034.0,601.0,167.0,782.0,598.0,184.0,0.0,4.0,1.0
<71>,Pseudomys_bolami_ABTC107389;Pseudomys_novaehollandiae_ABTC08140,internal,100/27.2/38.1,990.0,0.0,6893.0,0.0,450.0,1648.0,1305.0,343.0,0.0,18.0,1.0
<72>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_novaehollandiae_ABTC08140,internal,100/38.3/50.8,1757.0,430.0,5307.0,569.0,270.0,3853.0,3169.0,684.0,0.0,24.0,0.0
<73>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_novaehollandiae_ABTC08140,internal,100/50.6/65.2,2383.0,722.0,4254.0,776.0,198.0,6669.0,5544.0,1125.0,0.0,22.0,0.0
<74>,Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/25/42.9,1007.0,509.0,5781.0,913.0,123.0,2375.0,1870.0,505.0,0.0,10.0,0.0
<75>,Mastacomys_fuscus_M13957;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/20.9/40.5,913.0,489.0,5601.0,1239.0,91.0,2234.0,1833.0,401.0,0.0,8.0,0.0
<76>,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_novaehollandiae_ABTC08140,internal,100/19.9/47.9,859.0,419.0,5367.0,1609.0,79.0,2136.0,1811.0,325.0,0.0,2.0,0.0
<77>,Mastacomys_fuscus_M13957;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/11.4/39,319.0,461.0,4338.0,3157.0,58.0,1242.0,948.0,294.0,0.0,3.0,0.0
<78>,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672,internal,100/74.9/81.6,4591.0,0.0,3121.0,0.0,621.0,18063.0,15041.0,3022.0,0.0,138.0,4.0
<79>,Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_fumeus_ABTC08168,internal,100/32/49,1686.0,200.0,5926.0,131.0,390.0,3536.0,2859.0,677.0,0.0,14.0,0.0
<80>,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/17.5/41.8,537.0,730.0,3034.0,3978.0,54.0,2259.0,1748.0,511.0,0.0,5.0,0.0
<81>,Mastacomys_fuscus_M13957;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_shortridgei_Z25113,internal,100/24.7/45.2,818.0,751.0,3086.0,3625.0,53.0,2834.0,2187.0,647.0,0.0,21.0,0.0
<82>,Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/45.3/55.5,2398.0,0.0,5371.0,0.0,564.0,4340.0,3617.0,723.0,0.0,23.0,3.0
<83>,Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/30.4/39.1,1430.0,334.0,5676.0,503.0,390.0,3452.0,2848.0,604.0,0.0,46.0,0.0
<84>,Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/65.6/75.1,3568.0,875.0,2963.0,747.0,180.0,16365.0,13194.0,3171.0,0.0,89.0,3.0
<85>,Notomys_alexis_U1308;Notomys_mitchellii_M21518,internal,100/19/33.8,477.0,0.0,7029.0,0.0,827.0,913.0,738.0,175.0,0.0,23.0,1.0
<86>,Notomys_alexis_U1308;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,81/21.8/36.9,532.0,466.0,6347.0,573.0,415.0,2000.0,1644.0,356.0,0.0,44.0,1.0
<87>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,100/66.1/75.1,2611.0,1662.0,2914.0,873.0,273.0,14036.0,11535.0,2501.0,0.0,100.0,0.0
<88>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518,internal,100/43.3/56.4,1564.0,1028.0,4635.0,893.0,213.0,5693.0,4492.0,1201.0,0.0,29.0,0.0
<89>,Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_johnsoni_ABTC08053;Pseudomys_patrius_JM10865,internal,100/22.1/39.6,684.0,831.0,5475.0,1253.0,90.0,2414.0,1887.0,527.0,0.0,18.0,1.0
<90>,Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,100/45.2/57.9,1014.0,2498.0,1689.0,3090.0,42.0,8930.0,6976.0,1954.0,0.0,45.0,1.0
<91>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623,internal,100/88.2/92.2,5743.0,0.0,2006.0,0.0,584.0,45752.0,37753.0,7999.0,0.0,539.0,5.0
<92>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113,internal,100/17.1/34,280.0,679.0,4291.0,3043.0,40.0,1449.0,1126.0,323.0,0.0,7.0,0.0
<93>,Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Mastacomys_fuscus_M13957;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/31.9/44,572.0,1677.0,2979.0,3071.0,34.0,3900.0,3239.0,661.0,0.0,14.0,2.0
<94>,Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/82.4/87.8,5430.0,0.0,2555.0,0.0,348.0,25736.0,21240.0,4496.0,0.0,172.0,2.0
<95>,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864,internal,100/70.1/73.6,3821.0,0.0,4038.0,0.0,474.0,15485.0,12639.0,2846.0,0.0,84.0,2.0
<96>,Melomys_rufescens_ABTC44798;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/34/45.2,1478.0,670.0,5784.0,281.0,120.0,4395.0,3432.0,963.0,0.0,25.0,0.0
<97>,Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/68.1/69,3633.0,0.0,4157.0,0.0,543.0,11432.0,9441.0,1991.0,0.0,102.0,2.0
<98>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056,internal,100/39.8/44.6,1895.0,0.0,5842.0,0.0,596.0,3486.0,2786.0,700.0,0.0,55.0,1.0
<99>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/44.2/50.5,2187.0,1283.0,3947.0,714.0,202.0,11266.0,9253.0,2013.0,0.0,55.0,3.0
<100>,Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335,internal,100/34.3/54.3,558.0,0.0,4596.0,0.0,3179.0,1040.0,790.0,250.0,0.0,37.0,1.0
<101>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337,internal,100/52.2/62.7,749.0,1707.0,4766.0,953.0,158.0,6838.0,5690.0,1148.0,0.0,35.0,1.0
<102>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380,internal,100/30.9/43.7,328.0,1835.0,4398.0,1728.0,44.0,4342.0,3361.0,981.0,0.0,27.0,0.0
<103>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Mastacomys_fuscus_M13957;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/52.2/55.9,284.0,3803.0,1431.0,2797.0,18.0,12177.0,9748.0,2429.0,0.0,75.0,1.0
<104>,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754,internal,100/27.1/39.7,1526.0,0.0,6530.0,0.0,277.0,2239.0,1856.0,383.0,0.0,18.0,0.0
<105>,Leptomys_elegans_ABTC45741;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716,internal,100/18.6/40.2,896.0,135.0,6479.0,661.0,162.0,1311.0,1039.0,272.0,0.0,12.0,0.0
<106>,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920,internal,100/58.8/64.2,3643.0,0.0,4390.0,0.0,300.0,8065.0,6692.0,1373.0,0.0,66.0,0.0
<107>,Microhydromys_richardsoni_ANWCM35851;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,100/37.4/46.5,2124.0,246.0,5540.0,276.0,147.0,4098.0,3430.0,668.0,0.0,20.0,3.0
<108>,Leptomys_elegans_ABTC45741;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,100/24.7/42.4,1124.0,438.0,4535.0,2172.0,64.0,2252.0,1821.0,431.0,0.0,13.0,0.0
<109>,Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391,internal,100/47.7/53.2,1599.0,0.0,6152.0,0.0,582.0,3332.0,2824.0,508.0,0.0,38.0,1.0
<110>,Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Parahydromys_asper_ABTC45798,internal,100/70.7/76.8,2526.0,1863.0,3451.0,227.0,266.0,13694.0,11137.0,2557.0,0.0,111.0,1.0
<111>,Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Parahydromys_asper_ABTC45798,internal,100/70.2/75.1,2655.0,2407.0,2752.0,394.0,125.0,16865.0,13717.0,3148.0,0.0,125.0,1.0
<112>,Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Leptomys_elegans_ABTC45741;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Xeromys_myoides_ABTC30709,internal,100/70.6/71.3,2327.0,3295.0,1383.0,1286.0,42.0,24443.0,19606.0,4837.0,0.0,181.0,2.0
<113>,Conilurus_albipes_NMV-c7585;Conilurus_penicillatus_M14056;Crossomys_moncktoni_ABTC46614;Hydromys_chrysogaster_Z5248;Hydromys_sp-nov_YS391;Leggadina_forresti_WAMM62323;Leggadina_lakedownensis_WAMM21623;Leporillus_apicalis_C90;Leporillus_conditor_ABTC13335;Leptomys_elegans_ABTC45741;Mastacomys_fuscus_M13957;Melomys_rufescens_ABTC44798;Mesembriomys_gouldii_ABTC7449;Mesembriomys_macrurus_ABTC7337;Microhydromys_richardsoni_ANWCM35851;Mirzamys_louiseae_ABTC133754;Notomys_alexis_U1308;Notomys_aquilo_M-32455;Notomys_cervinus_M22857;Notomys_fuscus_M22830;Notomys_mitchellii_M21518;Parahydromys_asper_ABTC45798;Paraleptomys_wilhelmina_H126-ABTC133716;Pseudohydromys_pumehanae_ABTC43920;Pseudomys_albocinereus_WAMM18855;Pseudomys_apodemoides_M16672;Pseudomys_australis_M25541;Pseudomys_bolami_ABTC107389;Pseudomys_calabyi_U4324;Pseudomys_chapmani_WAMM29440;Pseudomys_delicatulus_U1509;Pseudomys_desertor_ABTC41464;Pseudomys_fumeus_ABTC08168;Pseudomys_gracilicaudatus_ABTC08163;Pseudomys_hermannsburgensis_ABTC08067;Pseudomys_higginsi_UC1421;Pseudomys_johnsoni_ABTC08053;Pseudomys_nanus_U1448;Pseudomys_novaehollandiae_ABTC08140;Pseudomys_occidentalis_ABTC08043;Pseudomys_oralis_RAT7;Pseudomys_patrius_JM10865;Pseudomys_shortridgei_Z25113;Solomys_salebrosus_ABTC64864;Uromys_caudimaculatus_DT10Uc01;Uromys_sp-nov_YS380;Xeromys_myoides_ABTC30709;Zyzomys_argurus_ABTC61630;Zyzomys_maini_ABTC07900;Zyzomys_palatalis_ABTC30744;Zyzomys_pedunculatus_Z34925;Zyzomys_woodwardi_WAMM21724,internal,100/61.5/61.1,250.0,4691.0,1191.0,2187.0,14.0,20242.0,16280.0,3962.0,0.0,135.0,2.0
<114>,Abeomelomys_sevia_KUM161018;Pogonomelomys_mayeri_AMM21849,internal,100/65.3/61,3875.0,0.0,3977.0,0.0,481.0,13375.0,10555.0,2820.0,0.0,110.0,2.0
<115>,Abeomelomys_sevia_KUM161018;Mallomys_rothschildi_ABTC47402;Pogonomelomys_mayeri_AMM21849,internal,100/38/44.9,1702.0,296.0,5783.0,258.0,294.0,4064.0,3177.0,887.0,0.0,38.0,1.0
<116>,Mammelomys_lanosus_ABTC47208;Xenuromys_barbatus_ABTC129204,internal,100/65.6/60.6,4154.0,0.0,3925.0,0.0,254.0,15462.0,12190.0,3272.0,0.0,96.0,3.0
<117>,Abeomelomys_sevia_KUM161018;Mallomys_rothschildi_ABTC47402;Mammelomys_lanosus_ABTC47208;Pogonomelomys_mayeri_AMM21849;Xenuromys_barbatus_ABTC129204,internal,100/57.2/57.4,2681.0,1559.0,2999.0,1015.0,79.0,13015.0,10478.0,2537.0,0.0,67.0,0.0
