Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000030051	ENSMUST00000065997	ENSMUSP00000066232	Aplf	4	ENSRNOG00000043059	ENSRNOP00000043929	ortholog_one2one	81.9639	80.1961	50	100.00	0.1048	0.2004	1	6	87628424	87672147	43723	4	119514840	119568736	53896
ENSMUSG00000048644	ENSMUST00000053252	ENSMUSP00000057115	Ctxn1	1	ENSRNOG00000001057	ENSRNOP00000001399	ortholog_one2one	97.561	97.561	100	100.00	0.0107	0.1225	1	8	4257660	4259274	1614	12	2534212	2535822	1610
ENSMUSG00000028134	ENSMUST00000200097	ENSMUSP00000143510	Ptbp2	13	ENSRNOG00000010827	ENSRNOP00000015036	ortholog_one2one	99.812	100	50	100.00	0	0	1	3	119718742	119783804	65062	2	223262852	223322585	59733
ENSMUSG00000031712	ENSMUST00000034148	ENSMUSP00000034148	Il15	10	ENSRNOG00000003439	ENSRNOP00000004590	ortholog_one2one	95.679	95.679	50	100.00	0.0262	0.1284	1	8	82331637	82403222	71585	19	23542889	23554594	11705
ENSMUSG00000031271	ENSMUST00000060824	ENSMUSP00000056166	Serpina7	3	ENSRNOG00000011081	ENSRNOP00000014739	ortholog_one2one	94.1315	94.1315	100	100.00	0.028	0.1153	1	X	139079257	139085217	5960	X	110226572	110232179	5607
ENSMUSG00000023084	ENSMUST00000023846	ENSMUSP00000023846	Lrrc71	5	ENSRNOG00000014937	ENSRNOP00000020147	ortholog_one2one	92.4731	92.4731	100	100.00	0.0394	0.143	1	3	87736923	87748623	11700	2	187103390	187113717	10327
ENSMUSG00000038784	ENSMUST00000114989	ENSMUSP00000110640	Cnot4	8	ENSRNOG00000010795	ENSRNOP00000046140	ortholog_one2one	99.0141	99.0141	100	100.00	0.0047	0.0981	1	6	35022066	35133694	111628	4	62561444	62663200	101756
ENSMUSG00000053070	ENSMUST00000065291	ENSMUSP00000063450	Cfap300	2	ENSRNOG00000043410	ENSRNOP00000061520	ortholog_one2one	95.1311	95.1311	100	100.00	0.0239	0.1862	1	9	8021672	8042823	21151	8	6218393	6235967	17574
ENSMUSG00000062949	ENSMUST00000154051	ENSMUSP00000119320	Atp11c	5	ENSRNOG00000003472	ENSRNOP00000048676	ortholog_one2one	96.3685	96.2832	100	99.69	0.0201	0.1225	1	X	60223290	60592698	369408	X	143346252	143453612	107360
ENSMUSG00000029575	ENSMUST00000031560	ENSMUSP00000031560	Mmab	3	ENSRNOG00000049426	ENSRNOP00000066021	ortholog_one2one	91.9831	91.9831	100	100.00	0.0434	0.2772	1	5	114431034	114444060	13026	12	47920743	47935525	14782
ENSMUSG00000071649	ENSMUST00000096243	ENSMUSP00000093962	B3gat3	3	ENSRNOG00000019804	ENSRNOP00000026875	ortholog_one2one	98.806	98.806	100	100.00	0.0062	0.1802	1	19	8920374	8927236	6862	1	225120061	225126579	6518
ENSMUSG00000049969	ENSMUST00000054776	ENSMUSP00000054745	Plekhf2	2	ENSRNOG00000026662	ENSRNOP00000032124	ortholog_one2one	99.5984	99.5984	100	100.00	0.0018	0.1837	1	4	10988662	11007676	19014	5	24240242	24255606	15364
ENSMUSG00000029632	ENSMUST00000204978	ENSMUSP00000144932	Ndufa4	5	ENSRNOG00000005512	ENSRNOP00000007567	ortholog_one2one	100	100	100	100.00	0	0	1	6	11900292	11907483	7191	4	38233680	38240848	7168
ENSMUSG00000074305	ENSMUST00000061552	ENSMUSP00000109901	Peak1	4	ENSRNOG00000042519	ENSRNOP00000061695	ortholog_one2one	95.1585	95.2683	100	100.00	0.0236	0.1668	1	9	56205129	56418067	212938	8	60867819	61079526	211707
ENSMUSG00000047213	ENSMUST00000108345	ENSMUSP00000103982	Ythdf3	4	ENSRNOG00000010084	ENSRNOP00000060081	ortholog_one2one	97.8188	99.6581	0	100.00	0.0028	0.0352	1	3	16183212	16217037	33825	2	100677411	100710417	33006
ENSMUSG00000061702	ENSMUST00000079439	ENSMUSP00000078407	Tmem91	6	ENSRNOG00000021302	ENSRNOP00000030003	ortholog_one2one	94.7674	94.7674	100	100.00	0.0265	0.0723	1	7	25669139	25675166	6027	1	82464024	82468064	4040
ENSMUSG00000030521	ENSMUST00000032735	ENSMUSP00000032735	Mphosph10	3	ENSRNOG00000016266	ENSRNOP00000037243	ortholog_one2one	92.6579	93.3432	100	100.00	0.0308	0.2097	1	7	64376527	64392268	15741	1	125212849	125229052	16203
ENSMUSG00000028073	ENSMUST00000090981	ENSMUSP00000088503	Pear1	17	ENSRNOG00000014243	ENSRNOP00000019502	ortholog_one2one	93.2302	93.3204	100	100.00	0.0328	0.1747	1	3	87749097	87824306	75209	2	187114217	187133993	19776
ENSMUSG00000068860	ENSMUST00000090815	ENSMUSP00000088324	Gm128	2	ENSRNOG00000021656	ENSRNOP00000059268	ortholog_one2one	86	87.5	100	100.00	0.0705	0.0855	1	3	95236920	95241598	4678	2	196411964	196415530	3566
ENSMUSG00000031483	ENSMUST00000033873	ENSMUSP00000033873	Erlin2	9	ENSRNOG00000013763	ENSRNOP00000018973	ortholog_one2one	98.2353	98.5251	75	100.00	0.0068	0.2192	1	8	27023799	27040328	16529	16	69179588	69195097	15509
ENSMUSG00000021707	ENSMUST00000022218	ENSMUSP00000022218	Dhfr	1	ENSRNOG00000013521	ENSRNOP00000018259	ortholog_one2one	96.7914	96.7914	100	100.00	0.0164	0.1627	1	13	92354726	92389053	34327	2	21931493	21962453	30960
ENSMUSG00000061286	ENSMUST00000206561	ENSMUSP00000145948	Exosc5	6	ENSRNOG00000020635	ENSRNOP00000028026	ortholog_one2one	97.4468	97.4468	100	100.00	0.0118	0.2135	1	7	25659191	25671368	12177	1	82452469	82461606	9137
ENSMUSG00000021928	ENSMUST00000022494	ENSMUSP00000022494	Ebpl	3	ENSRNOG00000014659	ENSRNOP00000020036	ortholog_one2one	92.233	92.233	100	100.00	0.0477	0.1737	1	14	61331742	61360439	28697	15	41668119	41691518	23399
ENSMUSG00000024845	ENSMUST00000169055		Tmem134	16	ENSRNOG00000022153	ENSRNOP00000031381	ortholog_one2one	96.6667	89.2308	100	100.00	0.0148	0.2093	1	19	4125934	4132285	6351	1	219374060	219379557	5497
ENSMUSG00000022016	ENSMUST00000123853	ENSMUSP00000116015	Akap11	5	ENSRNOG00000009987	ENSRNOP00000054952	ortholog_one2one	88.8127	88.9535	100	100.00	0.0554	0.2119	1	14	78492246	78536808	44562	15	60722160	60752106	29946
ENSMUSG00000021589	ENSMUST00000022078	ENSMUSP00000022078	Rhobtb3	5	ENSRNOG00000012414	ENSRNOP00000016838	ortholog_one2one	98.8543	98.8543	100	100.00	0.006	0.1509	1	13	75869537	75943867	74330	2	2627393	2683116	55723
ENSMUSG00000079022	ENSMUST00000159993	ENSMUSP00000125069	Col22a1	4	ENSRNOG00000024824	ENSRNOP00000029936	ortholog_one2one	95.2883	95.2883	75	100.00	0.0267	0.1303	1	15	71795795	72034227	238432	7	113015747	113228439	212692
ENSMUSG00000030116	ENSMUST00000148517	ENSMUSP00000122863	Mfap5	7	ENSRNOG00000015505	ENSRNOP00000075112	ortholog_one2one	95.1219	93.9759	100	100.00	0.0234	0.1985	1	6	122513583	122529290	15707	4	155321553	155336191	14638
ENSMUSG00000059475	ENSMUST00000115562	ENSMUSP00000111224	Zfp426	13	ENSRNOG00000033624	ENSRNOP00000069966	ortholog_one2one	90.9091	90.4159	100	100.00	0.043	0.2722	1	9	20468549	20492746	24197	8	21478383	21492801	14418
ENSMUSG00000021929	ENSMUST00000022496	ENSMUSP00000022496	Kpna3	2	ENSRNOG00000014945	ENSRNOP00000032371	ortholog_one2one	100	100	100	100.00	0	0	1	14	61365211	61439874	74663	15	41698281	41770112	71831
ENSMUSG00000021796	ENSMUST00000049005	ENSMUSP00000035900	Bmpr1a	4	ENSRNOG00000052469	ENSRNOP00000074885	ortholog_one2one	98.8722	98.8722	100	100.00	0.0053	0.158	1	14	34410734	34502687	91953	16	10758527	10802512	43985
ENSMUSG00000045763	ENSMUST00000058845	ENSMUSP00000053943	Basp1	2	ENSRNOG00000046313	ENSRNOP00000071894	ortholog_one2one	89.823	92.6941	25	100.00	0.0519	0.1186	1	15	25363277	25413764	50487	2	77586424	77632628	46204
ENSMUSG00000028639	ENSMUST00000079644	ENSMUSP00000078589	Ybx1	7	ENSRNOG00000023786	ENSRNOP00000015875	ortholog_one2one	100	98.773	50	100.00	0	0	1	4	119277981	119294604	16623	5	138319762	138336475	16713
ENSMUSG00000067616	ENSMUST00000080211	ENSMUSP00000079101	Klk11	5	ENSRNOG00000018742	ENSRNOP00000025055	ortholog_one2one	94.9275	93.9068	100	100.00	0.0256	0.1434	1	7	43774604	43779263	4659	1	99712108	99716648	4540
ENSMUSG00000040734	ENSMUST00000047621	ENSMUSP00000047839	Ppp1r13l	5	ENSRNOG00000025350	ENSRNOP00000050977	ortholog_one2one	95.9951	95.8788	100	100.00	0.0191	0.1854	1	7	19361216	19378533	17317	1	80279706	80290408	10702
ENSMUSG00000021809	ENSMUST00000225722		Nudt13	16	ENSRNOG00000048195	ENSRNOP00000064470	ortholog_one2one	92.0455	92.0455	100	100.00	0.0414	0.1942	1	14	20294714	20317575	22861	15	4434313	4454958	20645
ENSMUSG00000041126	ENSMUST00000109737	ENSMUSP00000105359	H2az2	2	ENSRNOG00000052275	ENSRNOP00000073832	ortholog_one2one	100	100	75	100.00	0	0	1	11	6427229	6444443	17214	14	86687782	86706626	18844
ENSMUSG00000028953	ENSMUST00000030795	ENSMUSP00000030795	Abcf2	1	ENSRNOG00000010609	ENSRNOP00000067893	ortholog_one2one	98.8854	99.0431	100	100.00	0.0029	0.1815	1	5	24565345	24577467	12122	4	7122906	7135606	12700
ENSMUSG00000032353	ENSMUST00000058488	ENSMUSP00000058723	Tmed3	2	ENSRNOG00000013889	ENSRNOP00000018603	ortholog_one2one	94.5701	94.5701	100	100.00	0.0226	0.2211	1	9	89699206	89705068	5862	8	97075160	97083120	7960
ENSMUSG00000035949	ENSMUST00000091020	ENSMUSP00000088541	Fbxw2	14	ENSRNOG00000018687	ENSRNOP00000025399	ortholog_one2one	99.3392	99.3392	100	100.00	0.0032	0.0798	1	2	34805339	34826235	20896	3	13871517	13896838	25321
ENSMUSG00000040016	ENSMUST00000041175	ENSMUSP00000043302	Ptger3	3	ENSRNOG00000010325	ENSRNOP00000014034	ortholog_one2one	91.989	90.9836	75	100.00	0.047	0.3317	1	3	157566892	157645888	78996	2	263895290	263975834	80544
ENSMUSG00000033429	ENSMUST00000037205	ENSMUSP00000047855	Mcee	4	ENSRNOG00000016327	ENSRNOP00000021884	ortholog_one2one	93.2584	93.2584	100	100.00	0.0397	0.1144	1	7	64392645	64412125	19480	1	125229469	125252666	23197
ENSMUSG00000033768	ENSMUST00000113462	ENSMUSP00000109089	Nrxn2	18	ENSRNOG00000021103	ENSRNOP00000029449	ortholog_one2one	99.589	98.8921	100	100.00	0.0018	0.1743	1	19	6418731	6533217	114486	1	221801524	221908049	106525
ENSMUSG00000066240	ENSMUST00000216500	ENSMUSP00000150980	Olfr517	2	ENSRNOG00000030782	ENSRNOP00000043991	ortholog_one2one	96.8153	93.8272	75	100.00	0.0177	0.1941	1	7	108867208	108872379	5171	1	173442162	173443136	974
ENSMUSG00000018893	ENSMUST00000166179	ENSMUSP00000128399	Mb	6	ENSRNOG00000004583	ENSRNOP00000006184	ortholog_one2one	92.8571	92.8571	100	100.00	0.0323	0.2368	1	15	77015487	77050670	35183	7	118101634	118108864	7230
ENSMUSG00000030647	ENSMUST00000032882	ENSMUSP00000032882	Ndufc2	2	ENSRNOG00000012383	ENSRNOP00000016509	ortholog_one2one	92.5	92.5	100	100.00	0.0338	0.1932	1	7	97400003	97407802	7799	1	162369801	162376023	6222
ENSMUSG00000039345	ENSMUST00000046470	ENSMUSP00000044108	Mettl22	6	ENSRNOG00000002714	ENSRNOP00000003700	ortholog_one2one	94.1476	94.1476	100	100.00	0.0292	0.163	1	16	8470788	8490684	19896	10	7223362	7240812	17450
ENSMUSG00000033717	ENSMUST00000036700	ENSMUSP00000036203	Adra2a	2	ENSRNOG00000047545	ENSRNOP00000066242	ortholog_one2one	97.4194	97.4194	100	100.00	0.0116	0.2328	1	19	54044151	54048982	4831	1	274766283	274769081	2798
ENSMUSG00000030881	ENSMUST00000131446	ENSMUSP00000120387	Arfip2	14	ENSRNOG00000018440	ENSRNOP00000025159	ortholog_one2one	100	100	100	100.00	0	0	1	7	105634203	105640416	6213	1	170466395	170471076	4681
ENSMUSG00000024210	ENSMUST00000025046	ENSMUSP00000025046	Ip6k3	1	ENSRNOG00000025883	ENSRNOP00000033439	ortholog_one2one	91.6667	90.5237	50	100.00	0.0457	0.3051	1	17	27143965	27167795	23830	20	5733482	5754773	21291
ENSMUSG00000036790	ENSMUST00000166241	ENSMUSP00000130057	Slitrk2	2	ENSRNOG00000011562	ENSRNOP00000015401	ortholog_one2one	98.5816	98.5816	50	100.00	0.0071	0.0676	1	X	66649318	66661393	12075	X	151103576	151107016	3440
ENSMUSG00000057503	ENSMUST00000215405		Olfr1459	3	ENSRNOG00000013077	ENSRNOP00000017444	ortholog_one2one	90.228	91.1184	50	100.00	0.0471	0.2576	1	19	13138021	13149549	11528	1	230114428	230115342	914
ENSMUSG00000003402	ENSMUST00000216344	ENSMUSP00000149936	Prkcsh	5	ENSRNOG00000013360	ENSRNOP00000018009	ortholog_one2one	94.697	95.2381	100	100.00	0.0262	0.3068	1	9	22002806	22014222	11416	8	23014956	23026503	11547
ENSMUSG00000038482	ENSMUST00000209885	ENSMUSP00000147881	Tfdp1	9	ENSRNOG00000019222	ENSRNOP00000070337	ortholog_one2one	99.5122	99.5122	75	99.99	0.0021	0.2357	1	8	13338751	13378448	39697	16	81089292	81127257	37965
ENSMUSG00000039529	ENSMUST00000025482	ENSMUSP00000025482	Atp8b1	3	ENSRNOG00000024952	ENSRNOP00000038207	ortholog_one2one	98.0815	98.0815	100	100.00	0.0094	0.2494	1	18	64528967	64661267	132300	18	60013382	60095354	81972
ENSMUSG00000031529	ENSMUST00000033929	ENSMUSP00000033929	Tnks	6	ENSRNOG00000011625	ENSRNOP00000015813	ortholog_one2one	98.9394	99.1648	100	99.96	0.004	0.2181	1	8	34826460	34965690	139230	16	60925093	61067192	142099
ENSMUSG00000028621	ENSMUST00000149453	ENSMUSP00000121581	Cyb5rl	11	ENSRNOG00000009148	ENSRNOP00000037061	ortholog_one2one	88.924	89.2064	100	100.00	0.0583	0.1658	1	4	107067019	107088268	21249	5	126668689	126683179	14490
ENSMUSG00000043411	ENSMUST00000105840	ENSMUSP00000101466	Usp48	17	ENSRNOG00000013602	ENSRNOP00000069188	ortholog_one2one	96.5779	95.5786	100	99.99	0.0082	0.2192	1	4	137594140	137658531	64391	5	155934490	156000528	66038
ENSMUSG00000005625	ENSMUST00000107237	ENSMUSP00000102857	Psmd4	8	ENSRNOG00000021042	ENSRNOP00000028589	ortholog_one2one	96.8338	96.5789	100	100.00	0.0143	0.1931	1	3	95032694	95042614	9920	2	196198038	196207560	9522
ENSMUSG00000054814	ENSMUST00000119154	ENSMUSP00000114060	Usp46	6	ENSRNOG00000002106	ENSRNOP00000002879	ortholog_one2one	99.7268	99.7268	100	100.00	0.0013	0.1173	1	5	73998453	74068420	69967	14	36687134	36755360	68226
ENSMUSG00000053391	ENSMUST00000203700	ENSMUSP00000145330	Olfr211	2	ENSRNOG00000013247	ENSRNOP00000017689	ortholog_one2one	95.7929	96.1039	100	100.00	0.019	0.2183	1	6	116489091	116498221	9130	4	148476943	148477869	926
ENSMUSG00000045883	ENSMUST00000207113	ENSMUSP00000146358	Olfr1461	3	ENSRNOG00000053372	ENSRNOP00000071440	ortholog_one2one	90.7051	91.2903	100	100.00	0.0497	0.1998	1	19	13163000	13168130	5130	1	230160365	230161297	932
ENSMUSG00000044737	ENSMUST00000056329	ENSMUSP00000056935	Klk14	1	ENSRNOG00000033706	ENSRNOP00000032634	ortholog_one2one	90.4	90.4	100	100.00	0.0505	0.1591	1	7	43690418	43695536	5118	1	99616447	99621037	4590
ENSMUSG00000046431	ENSMUST00000217803	ENSMUSP00000151883	Olfr518	2	ENSRNOG00000047675	ENSRNOP00000038958	ortholog_one2one	92.7928	94.7853	75	100.00	0.0297	0.2588	1	7	108880188	108885006	4818	1	173455508	173456488	980
ENSMUSG00000045639	ENSMUST00000084564	ENSMUSP00000081612	Zfp629	9	ENSRNOG00000018877	ENSRNOP00000041969	ortholog_one2one	96.4245	96.5358	0	100.00	0.0163	0.2541	1	7	127607031	127615272	8241	1	199055947	199064150	8203
ENSMUSG00000064023	ENSMUST00000085461	ENSMUSP00000082588	Klk8	3	ENSRNOG00000018580	ENSRNOP00000025174	ortholog_one2one	92.3077	92.3077	100	100.00	0.0393	0.2219	1	7	43797577	43803822	6245	1	99734993	99742009	7016
ENSMUSG00000047606	ENSMUST00000060700	ENSMUSP00000056787	Ankrd34c	2	ENSRNOG00000013937	ENSRNOP00000018685	ortholog_one2one	96.2547	96.2547	100	100.00	0.0192	0.1019	1	9	89725245	89738445	13200	8	97105071	97115027	9956
ENSMUSG00000021866	ENSMUST00000022416	ENSMUSP00000022416	Anxa11	4	ENSRNOG00000010984	ENSRNOP00000014940	ortholog_one2one	98.0119	98.0119	50	100.00	0.0085	0.1811	1	14	25842156	25886804	44648	16	3867208	3912148	44940
ENSMUSG00000015095	ENSMUST00000015239	ENSMUSP00000015239	Fbxw5	9	ENSRNOG00000028674	ENSRNOP00000029229	ortholog_one2one	97.7312	98.4183	100	100.00	0.008	0.1457	1	2	25500750	25505471	4721	3	2727254	2731212	3958
ENSMUSG00000023068	ENSMUST00000023830	ENSMUSP00000023830	Nus1	2	ENSRNOG00000000411	ENSRNOP00000000467	ortholog_one2one	91.9192	93.1741	100	100.00	0.0337	0.1542	1	10	52417547	52440183	22636	20	33557052	33584010	26958
ENSMUSG00000039987	ENSMUST00000118174	ENSMUSP00000114087	Phtf2	7	ENSRNOG00000013517	ENSRNOP00000059716	ortholog_one2one	96.3855	96.3855	100	100.00	0.0172	0.2617	1	5	20758663	20882124	123461	4	10823281	10938318	115037
ENSMUSG00000047884	ENSMUST00000005891	ENSMUSP00000005891	Klk9	1	ENSRNOG00000022313	ENSRNOP00000034824	ortholog_one2one	92.8287	90.3101	100	100.00	0.0367	0.1613	1	7	43791891	43796757	4866	1	99729704	99733996	4292
ENSMUSG00000024851	ENSMUST00000049658	ENSMUSP00000054309	Pitpnm1	13	ENSRNOG00000018553	ENSRNOP00000025084	ortholog_one2one	98.3105	98.3897	100	100.00	0.0077	0.1759	1	19	4099998	4113965	13967	1	219348721	219362094	13373
ENSMUSG00000050815	ENSMUST00000216506	ENSMUSP00000150739	Olfr1441	3	ENSRNOG00000021074	ENSRNOP00000028608	ortholog_one2one	93.0818	94.5687	50	100.00	0.0275	0.1399	1	19	12417433	12423569	6136	1	228684136	228685348	1212
ENSMUSG00000049709	ENSMUST00000055745	ENSMUSP00000050252	Nlrp10	1	ENSRNOG00000015082	ENSRNOP00000020393	ortholog_one2one	88.8559	89.3871	100	100.00	0.0537	0.1426	1	7	108921852	108930178	8326	1	173520413	173528943	8530
ENSMUSG00000032452	ENSMUST00000035027	ENSMUSP00000035027	Clstn2	2	ENSRNOG00000043085	ENSRNOP00000070212	ortholog_one2one	90.6832	97.5501	100	96.94	0.0135	0.2078	1	9	97444395	98033181	588786	8	105323837	105462168	138331
ENSMUSG00000030693	ENSMUST00000014058	ENSMUSP00000014058	Klk10	1	ENSRNOG00000030281	ENSRNOP00000043107	ortholog_one2one	85.2518	84.9462	100	100.00	0.0803	0.2027	1	7	43781035	43785410	4375	1	99718907	99722284	3377
ENSMUSG00000051046	ENSMUST00000217313	ENSMUSP00000150737	Olfr214	5	ENSRNOG00000013367	ENSRNOP00000017843	ortholog_one2one	92.8125	92.8125	100	100.00	0.0384	0.1935	1	6	116554235	116560611	6376	4	148664950	148665912	962
ENSMUSG00000029706	ENSMUST00000031718	ENSMUSP00000031718	Pax4	6	ENSRNOG00000008020	ENSRNOP00000010658	ortholog_one2one	92.2636	92.2636	100	100.00	0.0394	0.1502	1	6	28442334	28449353	7019	4	55735682	55740627	4945
ENSMUSG00000068263	ENSMUST00000032132	ENSMUSP00000032132	Efcc1	5	ENSRNOG00000009787	ENSRNOP00000013274	ortholog_one2one	92.2939	92.9603	100	100.00	0.0351	0.2194	1	6	87730893	87755908	25015	4	119633755	119661004	27249
ENSMUSG00000054046	ENSMUST00000066834	ENSMUSP00000065308	Klk13	3	ENSRNOG00000022353	ENSRNOP00000032820	ortholog_one2one	96.7391	96.7391	100	100.00	0.016	0.1033	1	7	43712567	43727534	14967	1	99648658	99660277	11619
ENSMUSG00000021609	ENSMUST00000022100	ENSMUSP00000022100	Slc6a3	1	ENSRNOG00000017302	ENSRNOP00000070728	ortholog_one2one	99.1922	99.1922	100	100.00	0.0045	0.1523	1	13	73536747	73578672	41925	1	32321580	32362359	40779
ENSMUSG00000021590	ENSMUST00000022081	ENSMUSP00000022081	Spata9	3	ENSRNOG00000012770	ENSRNOP00000017068	ortholog_one2one	88.8889	88.8889	100	100.00	0.0626	0.2114	1	13	75967739	75998972	31233	2	2729829	2766853	37024
ENSMUSG00000039982	ENSMUST00000045521	ENSMUSP00000040229	Dtx4	1	ENSRNOG00000021086	ENSRNOP00000071301	ortholog_one2one	80.6818	96.8811	100	99.15	0.012	0.1654	1	19	12466338	12501454	35116	1	228732985	228755866	22881
ENSMUSG00000044254	ENSMUST00000049507	ENSMUSP00000055757	Pcsk9	1	ENSRNOG00000006280	ENSRNOP00000008536	ortholog_one2one	90.9222	91.3169	50	100.00	0.0402	0.2417	1	4	106442329	106464329	22000	5	126031368	126053726	22358
ENSMUSG00000014786	ENSMUST00000073149	ENSMUSP00000072893	Slc9a5	2	ENSRNOG00000028844	ENSRNOP00000063061	ortholog_one2one	97.9955	97.9955	100	100.00	0.0088	0.1901	1	8	105348843	105368743	19900	19	37305248	37325335	20087
ENSMUSG00000090981	ENSMUST00000213631	ENSMUSP00000153793	Olfr718-ps1	4	ENSRNOG00000024527	ENSRNOP00000036790	ortholog_one2one	90.407	99.0446	100	100.00	0.0064	0.2032	1	5	143134014	143147557	13543	12	13478023	13478964	941
ENSMUSG00000071648	ENSMUST00000096242	ENSMUSP00000093961	Rom1	1	ENSRNOG00000019858	ENSRNOP00000026897	ortholog_one2one	95.1567	95.1567	100	100.00	0.0258	0.1526	1	19	8927391	8929356	1965	1	225126734	225128740	2006
ENSMUSG00000004651	ENSMUST00000004770	ENSMUSP00000004770	Tyr	3	ENSRNOG00000016421	ENSRNOP00000021971	ortholog_one2one	95.3096	95.8491	100	100.00	0.0189	0.1783	1	7	87424771	87493512	68741	1	151012598	151106802	94204
ENSMUSG00000070803	ENSMUST00000094814	ENSMUSP00000092408	Cited4	1	ENSRNOG00000046607	ENSRNOP00000064826	ortholog_one2one	89.5604	91.0615	100	100.00	0.0319	0.2672	1	4	120666572	120667820	1248	5	139597731	139598622	891
ENSMUSG00000028949	ENSMUST00000195943	ENSMUSP00000143437	Smarcd3	9	ENSRNOG00000010077	ENSRNOP00000061137	ortholog_one2one	93.7888	96.383	100	100.00	0.0184	0.21	1	5	24592622	24624411	31789	4	7076759	7108328	31569
ENSMUSG00000001143	ENSMUST00000125304	ENSMUSP00000117200	Lman2l	8	ENSRNOG00000015699	ENSRNOP00000060837	ortholog_one2one	95.2514	97.7077	100	100.00	0.008	0.1443	1	1	36422065	36445271	23206	9	43000167	43022998	22831
ENSMUSG00000047085	ENSMUST00000127790	ENSMUSP00000123389	Lrrc4b	3	ENSRNOG00000019418	ENSRNOP00000026259	ortholog_one2one	99.7179	99.7179	100	100.00	0.0012	0.194	1	7	44429018	44461361	32343	1	100447998	100468868	20870
ENSMUSG00000051730	ENSMUST00000060447	ENSMUSP00000050907	Mettl5	4	ENSRNOG00000008469	ENSRNOP00000011304	ortholog_one2one	98.5646	98.5646	100	100.00	0.0069	0.1881	1	2	69871198	69885615	14417	3	56101580	56113857	12277
ENSMUSG00000024691	ENSMUST00000139270		Fam111a	4	ENSRNOG00000012067	ENSRNOP00000016152	ortholog_one2one	80.5873	80.9836	100	100.00	0.1033	0.1285	1	19	12545740	12583963	38223	1	229003961	229019527	15566
ENSMUSG00000032254	ENSMUST00000034815	ENSMUSP00000034815	Kif23	12	ENSRNOG00000014080	ENSRNOP00000033647	ortholog_one2one	95.2781	96.1864	100	100.00	0.0196	0.1414	1	9	61917280	61946774	29494	8	66866457	66893083	26626
ENSMUSG00000020439	ENSMUST00000020721	ENSMUSP00000020721	Smtn	10	ENSRNOG00000019451	ENSRNOP00000026481	ortholog_one2one	89.5991	89.7937	100	100.00	0.0558	0.2157	1	11	3517523	3539292	21769	14	83755142	83776863	21721
ENSMUSG00000063802	ENSMUST00000079970	ENSMUSP00000078886	Hspbp1	6	ENSRNOG00000017795	ENSRNOP00000024251	ortholog_one2one	98.3193	98.3193	100	100.00	0.0083	0.1407	1	7	4660521	4685068	24547	1	72732668	72756082	23414
ENSMUSG00000031533	ENSMUST00000033934	ENSMUSP00000033934	Mrps31	2	ENSRNOG00000011839	ENSRNOP00000015790	ortholog_one2one	86.7188	86.0465	100	100.00	0.0746	0.3009	1	8	22411361	22429665	18304	16	74467851	74496731	28880
ENSMUSG00000059554	ENSMUST00000080860	ENSMUSP00000079671	Ccdc28a	6	ENSRNOG00000053347	ENSRNOP00000069590	ortholog_one2one	95.1087	95.1087	100	100.00	0.0222	0.2263	1	10	18213676	18234996	21320	1	13384156	13395370	11214
ENSMUSG00000058400	ENSMUST00000091227	ENSMUSP00000088768	Qrfpr	3	ENSRNOG00000014414	ENSRNOP00000035152	ortholog_one2one	95.843	95.843	100	100.00	0.0209	0.212	1	3	36179426	36222313	42887	2	122891321	122949241	57920
ENSMUSG00000047423	ENSMUST00000159759	ENSMUSP00000125651	AI837181	2	ENSRNOG00000020551	ENSRNOP00000027869	ortholog_one2one	96.6443	98.6301	100	100.00	0.0069	0.0983	1	19	5425144	5427313	2169	1	220806473	220808804	2331
ENSMUSG00000025418	ENSMUST00000054472	ENSMUSP00000049563	Bsnd	1	ENSRNOG00000006543	ENSRNOP00000008739	ortholog_one2one	87.9479	87.6623	100	100.00	0.0581	0.1886	1	4	106483456	106492283	8827	5	126071846	126080698	8852
ENSMUSG00000029084	ENSMUST00000030964	ENSMUSP00000030964	Cd38	2	ENSRNOG00000003069	ENSRNOP00000004121	ortholog_one2one	88.1579	88.4488	100	100.00	0.0675	0.1882	1	5	43868553	43912375	43822	14	71715269	71754672	39403
ENSMUSG00000070953	ENSMUST00000145903	ENSMUSP00000122360	Rabepk	7	ENSRNOG00000018591	ENSRNOP00000025194	ortholog_one2one	89.4737	91.3979	100	100.00	0.044	0.2347	1	2	34777556	34799912	22356	3	13845361	13865843	20482
ENSMUSG00000027822	ENSMUST00000161659	ENSMUSP00000123986	Slc33a1	3	ENSRNOG00000010023	ENSRNOP00000013392	ortholog_one2one	97.0909	97.0909	100	100.00	0.0148	0.1503	1	3	63933507	63964666	31159	2	154520175	154542557	22382
ENSMUSG00000028868	ENSMUST00000084241	ENSMUSP00000081263	Wasf2	6	ENSRNOG00000009805	ENSRNOP00000073555	ortholog_one2one	93.5614	94.1296	100	100.00	0.0373	0.2289	1	4	133130505	133199756	69251	5	151362019	151381238	19219
